assemblage	easting	northing
assemblage-45-44	45	44
assemblage-46-44	46	44
assemblage-47-44	47	44
assemblage-48-44	48	44
assemblage-49-44	49	44
assemblage-1-45	1	45
assemblage-2-45	2	45
assemblage-3-45	3	45
assemblage-4-45	4	45
assemblage-5-45	5	45
assemblage-6-45	6	45
assemblage-7-45	7	45
assemblage-8-45	8	45
assemblage-9-45	9	45
assemblage-10-45	10	45
assemblage-11-45	11	45
assemblage-12-45	12	45
assemblage-13-45	13	45
assemblage-14-45	14	45
assemblage-15-45	15	45
assemblage-16-45	16	45
assemblage-17-45	17	45
assemblage-18-45	18	45
assemblage-19-45	19	45
assemblage-20-45	20	45
assemblage-21-45	21	45
assemblage-22-45	22	45
assemblage-23-45	23	45
assemblage-24-45	24	45
assemblage-25-45	25	45
assemblage-26-45	26	45
assemblage-27-45	27	45
assemblage-28-45	28	45
assemblage-29-45	29	45
assemblage-30-45	30	45
assemblage-31-45	31	45
assemblage-32-45	32	45
assemblage-33-45	33	45
assemblage-34-45	34	45
assemblage-35-45	35	45
assemblage-36-45	36	45
assemblage-37-45	37	45
assemblage-38-45	38	45
assemblage-39-45	39	45
assemblage-40-45	40	45
assemblage-41-45	41	45
assemblage-42-45	42	45
assemblage-43-45	43	45
assemblage-44-45	44	45
assemblage-45-45	45	45
assemblage-46-45	46	45
assemblage-47-45	47	45
assemblage-48-45	48	45
assemblage-49-45	49	45
assemblage-1-46	1	46
assemblage-2-46	2	46
assemblage-3-46	3	46
assemblage-4-46	4	46
assemblage-5-46	5	46
assemblage-6-46	6	46
assemblage-7-46	7	46
assemblage-8-46	8	46
assemblage-9-46	9	46
assemblage-10-46	10	46
assemblage-11-46	11	46
assemblage-12-46	12	46
assemblage-13-46	13	46
assemblage-14-46	14	46
assemblage-15-46	15	46
assemblage-16-46	16	46
assemblage-17-46	17	46
assemblage-18-46	18	46
assemblage-19-46	19	46
assemblage-20-46	20	46
assemblage-21-46	21	46
assemblage-22-46	22	46
assemblage-23-46	23	46
assemblage-24-46	24	46
assemblage-25-46	25	46
assemblage-26-46	26	46
assemblage-27-46	27	46
assemblage-28-46	28	46
assemblage-29-46	29	46
assemblage-30-46	30	46
assemblage-31-46	31	46
assemblage-32-46	32	46
assemblage-33-46	33	46
assemblage-34-46	34	46
assemblage-35-46	35	46
assemblage-36-46	36	46
assemblage-37-46	37	46
assemblage-38-46	38	46
assemblage-39-46	39	46
assemblage-40-46	40	46
assemblage-41-46	41	46
assemblage-42-46	42	46
assemblage-43-46	43	46
assemblage-44-46	44	46
assemblage-45-46	45	46
assemblage-46-46	46	46
assemblage-47-46	47	46
assemblage-48-46	48	46
assemblage-49-46	49	46
assemblage-1-47	1	47
assemblage-2-47	2	47
assemblage-3-47	3	47
assemblage-4-47	4	47
assemblage-5-47	5	47
assemblage-6-47	6	47
assemblage-7-47	7	47
assemblage-8-47	8	47
assemblage-9-47	9	47
assemblage-10-47	10	47
assemblage-11-47	11	47
assemblage-12-47	12	47
assemblage-13-47	13	47
assemblage-14-47	14	47
assemblage-15-47	15	47
assemblage-16-47	16	47
assemblage-17-47	17	47
assemblage-18-47	18	47
assemblage-19-47	19	47
assemblage-20-47	20	47
assemblage-21-47	21	47
assemblage-22-47	22	47
assemblage-23-47	23	47
assemblage-24-47	24	47
assemblage-25-47	25	47
assemblage-26-47	26	47
assemblage-27-47	27	47
assemblage-28-47	28	47
assemblage-29-47	29	47
assemblage-30-47	30	47
assemblage-31-47	31	47
assemblage-32-47	32	47
assemblage-33-47	33	47
assemblage-34-47	34	47
assemblage-35-47	35	47
assemblage-36-47	36	47
assemblage-37-47	37	47
assemblage-38-47	38	47
assemblage-39-47	39	47
assemblage-40-47	40	47
assemblage-41-47	41	47
assemblage-42-47	42	47
assemblage-43-47	43	47
assemblage-44-47	44	47
assemblage-45-47	45	47
assemblage-46-47	46	47
assemblage-47-47	47	47
assemblage-48-47	48	47
assemblage-49-47	49	47
assemblage-1-48	1	48
assemblage-2-48	2	48
assemblage-3-48	3	48
assemblage-4-48	4	48
assemblage-5-48	5	48
assemblage-6-48	6	48
assemblage-7-48	7	48
assemblage-8-48	8	48
assemblage-9-48	9	48
assemblage-10-48	10	48
assemblage-11-48	11	48
assemblage-12-48	12	48
assemblage-13-48	13	48
assemblage-14-48	14	48
assemblage-15-48	15	48
assemblage-16-48	16	48
assemblage-17-48	17	48
assemblage-18-48	18	48
assemblage-19-48	19	48
assemblage-20-48	20	48
assemblage-21-48	21	48
assemblage-22-48	22	48
assemblage-23-48	23	48
assemblage-24-48	24	48
assemblage-25-48	25	48
assemblage-26-48	26	48
assemblage-27-48	27	48
assemblage-28-48	28	48
assemblage-29-48	29	48
assemblage-30-48	30	48
assemblage-31-48	31	48
assemblage-32-48	32	48
assemblage-33-48	33	48
assemblage-34-48	34	48
assemblage-35-48	35	48
assemblage-36-48	36	48
assemblage-37-48	37	48
assemblage-38-48	38	48
assemblage-39-48	39	48
assemblage-40-48	40	48
assemblage-41-48	41	48
assemblage-42-48	42	48
assemblage-43-48	43	48
assemblage-44-48	44	48
assemblage-45-48	45	48
assemblage-46-48	46	48
assemblage-47-48	47	48
assemblage-48-48	48	48
assemblage-49-48	49	48
assemblage-1-49	1	49
assemblage-2-49	2	49
assemblage-3-49	3	49
assemblage-4-49	4	49
assemblage-5-49	5	49
assemblage-6-49	6	49
assemblage-7-49	7	49
assemblage-8-49	8	49
assemblage-9-49	9	49
assemblage-10-49	10	49
assemblage-11-49	11	49
assemblage-12-49	12	49
assemblage-13-49	13	49
assemblage-14-49	14	49
assemblage-15-49	15	49
assemblage-16-49	16	49
assemblage-17-49	17	49
assemblage-18-49	18	49
assemblage-19-49	19	49
assemblage-20-49	20	49
assemblage-21-49	21	49
assemblage-22-49	22	49
assemblage-23-49	23	49
assemblage-24-49	24	49
assemblage-25-49	25	49
assemblage-26-49	26	49
assemblage-27-49	27	49
assemblage-28-49	28	49
assemblage-29-49	29	49
assemblage-30-49	30	49
assemblage-31-49	31	49
assemblage-32-49	32	49
assemblage-33-49	33	49
assemblage-34-49	34	49
assemblage-35-49	35	49
assemblage-36-49	36	49
assemblage-37-49	37	49
assemblage-38-49	38	49
assemblage-39-49	39	49
assemblage-40-49	40	49
assemblage-41-49	41	49
assemblage-42-49	42	49
assemblage-43-49	43	49
assemblage-44-49	44	49
assemblage-45-49	45	49
assemblage-46-49	46	49
assemblage-47-49	47	49
assemblage-48-49	48	49
assemblage-49-49	49	49
